sentence_id,original_length,token_count,tokens_after_stopword_removal,unique_tokens,unique_stemmed,unique_lemmatized
992,117,19,12,12,12,12
993,193,31,20,20,20,20
994,58,8,5,5,5,5
995,176,31,19,18,18,18
996,160,24,16,16,16,16
997,26,4,3,3,3,3
998,139,23,16,16,16,16
999,253,42,27,27,26,27
1000,177,23,16,16,16,16
1001,126,22,14,14,14,14
1002,113,18,10,10,10,10
1003,60,11,7,7,7,7
1004,112,19,15,14,14,14
1005,107,19,9,9,9,9
1006,98,13,6,5,5,5
1007,195,27,15,15,15,15
1008,116,17,10,10,10,10
1009,120,17,11,11,11,11
1010,218,33,20,20,20,20
1011,59,9,5,5,5,5
1012,176,27,17,17,17,17
1013,130,20,12,12,12,12
1014,232,31,19,19,17,19
1015,80,12,8,8,8,8
1016,70,12,5,5,5,5
1017,167,25,15,15,15,15
1018,82,13,9,9,9,9
1019,146,20,12,12,12,12
1020,169,23,16,16,16,16
1021,120,18,13,13,13,13
1022,177,30,17,17,17,17
1023,124,22,13,13,13,13
1024,118,20,14,14,14,14
1025,201,35,22,19,18,19
1026,78,14,7,7,7,7
1027,116,20,10,10,10,10
1028,104,17,9,9,9,9
1029,134,23,11,10,10,10
1030,97,14,10,10,10,10
1031,129,18,12,12,12,12
1032,61,11,6,6,6,6
1033,8,1,1,1,1,1
1034,127,20,15,14,14,14
1035,26,4,3,3,3,3
1036,80,15,12,11,11,11
1037,4,1,1,1,1,1
1038,173,31,20,20,20,20
1039,65,10,7,7,7,7
1040,169,27,20,18,18,18
1041,88,16,11,10,10,10
1042,163,27,18,18,18,18
1043,98,15,10,10,10,10
1044,119,16,12,12,12,12
1045,127,21,15,15,15,15
1046,208,24,19,17,17,17
1047,1,0,0,0,0,0
1048,30,4,4,4,4,4
1049,134,23,16,15,14,14
1050,26,4,4,4,4,4
1051,24,3,3,3,3,3
1052,192,25,20,20,20,20
1053,167,27,19,18,18,18
1054,286,44,26,26,26,26
1055,195,31,18,18,18,18
1056,109,15,10,10,10,10
1057,136,21,12,12,12,12
1058,53,10,8,8,8,8
1059,129,23,13,13,13,13
1060,71,14,8,8,8,8
1061,56,9,7,6,6,6
1062,130,19,12,12,12,12
1063,137,21,12,12,12,12
1064,70,10,6,6,6,6
1065,271,42,21,19,19,19
1066,51,10,4,4,4,4
1067,57,8,5,5,5,5
1068,90,13,11,11,11,11
1069,125,22,11,11,11,11
1070,57,7,7,7,7,7
1071,214,31,22,22,22,22
1072,124,18,13,13,13,13
1073,270,42,26,24,24,24
1074,233,41,21,21,21,21
1075,355,57,37,32,31,31
1076,187,31,18,18,18,18
1077,110,19,10,10,10,10
1078,166,29,19,14,14,14
1079,67,10,6,6,6,6
1080,121,21,13,11,11,11
1081,283,46,27,27,26,26
1082,188,29,16,16,16,16
1083,252,40,25,24,24,24
1084,279,38,24,24,23,23
1085,63,11,6,6,6,6
1086,132,20,14,14,14,14
1087,188,32,18,16,16,16
1088,209,35,20,18,18,18
1089,119,17,13,13,13,13
1090,192,30,16,15,15,15
1091,232,36,19,19,19,19
1092,68,14,5,5,5,5
1093,112,19,12,12,12,12
1094,52,8,6,6,6,6
1095,79,14,9,9,9,9
1096,197,31,21,21,21,21
1097,125,22,14,14,14,14
1098,117,20,12,12,12,12
1099,143,22,12,12,12,12
1100,231,35,23,23,23,23
1101,176,28,16,16,16,16
1102,44,7,5,5,5,5
1103,99,13,9,9,9,9
1104,74,14,5,5,5,5
1105,162,29,14,14,14,14
1106,128,21,11,11,11,11
1107,200,32,18,18,18,18
1108,127,25,14,13,13,13
1109,53,9,6,6,6,6
1110,197,27,18,18,18,18
1111,148,24,14,14,14,14
1112,86,15,4,4,4,4
1113,18,3,1,1,1,1
1114,155,24,15,15,15,15
1115,106,14,9,9,9,9
1116,77,13,8,8,8,8
1117,136,18,13,13,13,13
1118,87,14,8,8,8,8
1119,204,31,18,18,18,18
1120,79,13,7,7,7,7
1121,101,15,7,7,7,7
1122,183,28,19,19,19,19
1123,213,30,19,18,18,18
1124,165,26,17,17,17,17
1125,121,20,11,11,11,11
1126,152,25,10,10,9,10
1127,116,19,10,10,10,10
1128,132,20,12,12,12,12
1129,204,31,18,18,18,18
1130,110,17,9,9,9,9
1131,143,22,11,10,10,10
1132,88,15,8,8,8,8
1133,149,26,13,13,13,13
1134,98,17,10,10,10,10
1135,118,18,9,9,9,9
1136,106,17,12,12,12,12
1137,212,38,21,21,21,21
1138,132,21,13,12,12,12
1139,326,54,34,33,32,33
1140,153,27,14,14,13,13
1141,60,10,6,6,6,6
1142,133,19,12,12,12,12
1143,86,13,9,9,9,9
1144,59,10,6,6,6,6
1145,135,20,14,14,14,14
1146,118,19,10,10,10,10
1147,147,26,16,15,15,15
1148,175,32,15,14,13,14
1149,14,2,2,2,2,2
1150,19,3,2,2,2,2
1151,189,27,18,17,17,17
1152,201,32,19,17,17,17
1153,88,15,9,9,9,9
1154,164,28,14,13,13,13
1155,59,13,6,6,6,6
1156,13,2,2,2,2,2
1157,143,19,15,14,14,14
1158,62,9,5,5,5,5
1159,10,2,2,2,2,2
1160,181,28,22,20,20,20
1161,107,17,10,10,10,10
1162,16,2,2,2,2,2
1163,76,11,9,9,9,9
1164,129,18,12,12,12,12
1165,165,23,17,15,15,15
1166,19,2,2,2,2,2
1167,115,15,11,11,11,11
1168,13,1,1,1,1,1
1169,129,13,11,11,11,11
1170,26,4,3,3,3,3
1171,179,29,20,17,17,17
1172,204,34,21,21,21,21
1173,130,22,15,15,15,15
1174,146,22,15,15,14,14
1175,75,13,8,8,8,8
1176,208,30,21,19,19,19
1177,104,17,9,8,8,8
1178,101,16,12,12,12,12
1179,69,13,6,6,6,6
1180,81,13,9,9,9,9
1181,164,27,15,15,15,15
1182,239,30,22,22,22,22
1183,175,28,17,17,17,17
1184,221,34,21,20,20,20
1185,212,36,22,20,20,20
1186,86,18,8,8,8,8
1187,137,18,15,15,15,15
1188,86,12,8,8,8,8
1189,108,16,13,13,13,13
1190,179,25,16,15,15,15
1191,109,15,11,11,11,11
1192,158,27,19,19,19,19
1193,64,10,6,6,6,6
1194,243,32,23,23,23,23
1195,173,28,13,13,12,13
1196,191,31,22,21,21,21
1197,232,36,20,20,20,20
1198,161,26,15,15,15,15
1199,62,10,5,5,5,5
1200,187,28,16,16,16,16
1201,57,8,3,3,3,3
1202,157,24,18,18,18,18
1203,93,13,8,8,8,8
1204,214,32,24,24,23,23
1205,94,14,10,10,10,10
1206,98,18,10,10,10,10
1207,73,13,7,7,7,7
1208,198,36,20,20,20,20
1209,116,19,12,12,12,12
1210,92,14,10,10,10,10
1211,155,23,19,18,18,18
1212,111,19,13,13,13,13
1213,112,16,11,11,11,11
1214,63,11,8,8,8,8
1215,118,18,13,13,13,13
1216,199,28,20,19,19,19
1217,69,10,7,7,7,7
1218,144,23,17,17,17,17
1219,105,18,14,13,13,13
1220,188,32,21,19,19,19
1221,182,27,15,15,14,15
1222,145,22,15,15,14,15
1223,153,22,13,11,10,11
1224,207,32,21,21,21,21
1225,174,30,11,11,11,11
1226,44,7,3,3,3,3
1227,98,17,8,8,8,8
1228,225,33,19,19,18,19
1229,216,39,23,23,23,23
1230,162,27,16,16,16,16
1231,163,28,15,14,14,14
1232,94,17,12,10,10,10
1233,67,13,9,9,9,9
1234,169,28,17,17,17,17
1235,98,17,11,11,11,11
1236,48,7,5,5,5,5
1237,183,26,19,19,19,19
1238,64,11,6,6,6,6
1239,104,17,11,10,10,10
1240,120,22,14,14,14,14
1241,178,27,17,15,15,15
1242,244,45,29,26,26,26
1243,208,35,24,23,23,23
1244,176,31,13,13,13,13
1245,135,26,13,13,13,13
1246,87,16,7,7,7,7
1247,103,18,12,12,12,12
1248,222,35,20,20,19,19
1249,412,54,44,38,38,38
1250,73,13,8,8,8,8
1251,98,19,10,10,10,10
1252,215,39,20,20,20,20
1253,59,10,6,6,6,6
1254,173,29,18,18,18,18
1255,98,15,10,10,10,10
1256,152,25,17,17,17,17
1257,78,13,7,7,7,7
1258,94,17,12,11,10,10
1259,24,5,3,3,3,3
1260,149,25,17,16,15,15
1261,65,13,7,7,7,7
1262,67,12,9,9,9,9
1263,72,13,8,8,8,8
1264,178,30,18,18,18,18
1265,108,14,11,11,11,11
1266,101,13,9,9,9,9
1267,159,26,16,16,16,16
1268,128,23,15,15,15,15
1269,148,25,15,15,14,14
1270,79,14,5,5,5,5
1271,75,12,6,6,6,6
1272,214,37,21,20,19,19
1273,92,18,9,9,9,9
1274,48,7,6,6,6,6
1275,164,33,18,17,17,17
1276,183,29,16,16,15,16
1277,356,69,45,29,29,29
1278,141,27,15,15,15,15
1279,231,37,20,20,20,20
1280,50,9,4,4,4,4
1281,154,27,17,17,16,16
1282,117,20,11,11,11,11
1283,235,38,20,20,20,20
1284,88,14,7,7,7,7
1285,148,27,16,16,15,15
1286,107,18,8,8,8,8
1287,69,12,5,5,5,5
1288,96,18,7,7,7,7
1289,109,20,12,11,11,11
1290,95,17,8,8,8,8
1291,257,43,25,25,24,24
1292,104,22,9,8,8,8
1293,139,25,17,17,17,17
1294,143,26,13,13,13,13
1295,97,19,9,9,9,9
1296,264,48,29,29,29,29
1297,141,23,11,11,11,11
1298,69,14,4,4,4,4
1299,52,10,7,7,7,7
1300,166,29,16,16,16,16
1301,148,25,15,15,15,15
1302,107,15,11,11,11,11
1303,166,28,18,17,17,17
1304,94,17,10,9,9,9
1305,171,28,16,16,16,16
1306,141,23,14,14,14,14
1307,184,33,18,18,17,17
1308,170,31,20,20,20,20
1309,98,16,8,8,8,8
1310,133,19,11,11,11,11
1311,233,31,22,20,20,20
1312,175,22,15,15,15,15
1313,59,10,5,5,5,5
1314,91,16,8,8,8,8
1315,72,13,8,8,8,8
1316,147,24,13,12,12,12
1317,162,28,15,15,15,15
1318,160,31,14,13,13,13
1319,202,32,20,20,20,20
1320,88,14,9,9,9,9
1321,146,27,19,18,17,17
1322,69,12,6,6,6,6
1323,153,24,14,14,13,14
1324,67,10,7,7,7,7
1325,183,29,20,20,20,20
1326,112,17,11,11,11,11
1327,56,10,6,6,6,6
1328,56,9,6,6,6,6
1329,78,13,7,7,7,7
1330,182,32,21,20,20,20
1331,188,29,20,20,20,20
1332,180,31,20,20,20,20
1333,98,14,12,12,12,12
1334,190,30,18,18,18,18
1335,276,42,27,27,27,27
1336,86,12,7,7,7,7
1337,117,21,13,12,12,12
1338,102,15,9,9,9,9
1339,92,15,10,10,10,10
1340,91,15,10,10,10,10
1341,90,15,10,10,10,10
1342,98,17,12,12,12,12
1343,26,5,3,3,3,3
1344,180,29,17,17,17,17
1345,133,24,15,14,14,14
1346,97,17,10,10,10,10
1347,179,27,18,16,16,16
1348,211,39,20,18,18,18
1349,81,13,10,10,10,10
1350,26,4,3,3,3,3
1351,150,24,16,16,16,16
1352,116,17,12,12,11,11
1353,49,8,5,5,5,5
1354,108,18,12,12,12,12
1355,104,18,12,12,11,11
1356,95,16,12,12,12,12
1357,81,11,8,8,8,8
1358,178,26,16,16,16,16
1359,125,19,13,13,13,13
1360,164,31,15,15,15,15
1361,54,8,6,6,6,6
1362,131,17,12,12,11,12
1363,166,26,16,16,16,16
1364,26,4,3,3,3,3
1365,52,7,6,6,6,6
1366,47,7,7,7,7,7
1367,21,4,2,2,2,2
1368,118,21,11,11,11,11
1369,26,5,3,3,3,3
1370,17,3,2,2,2,2
1371,126,22,15,13,13,13
1372,201,35,28,26,26,26
1373,89,16,11,9,9,9
1374,111,20,13,11,11,11
1375,26,4,3,3,3,3
1376,134,19,13,13,13,13
1377,75,10,7,7,7,7
1378,190,30,20,20,20,20
1379,166,29,19,19,19,19
1380,90,14,9,9,9,9
1381,61,10,6,6,6,6
1382,142,20,15,15,15,15
1383,184,27,15,15,15,15
1384,22,4,2,2,2,2
1385,175,28,19,19,19,19
1386,116,20,13,13,13,13
1387,48,10,3,3,3,3
1388,62,12,8,8,8,8
1389,75,14,10,9,9,9
1390,35,6,4,4,4,4
1391,183,34,18,18,18,18
1392,209,36,26,23,21,22
1393,284,44,29,28,28,28
1394,127,18,11,11,11,11
1395,132,22,13,13,13,13
1396,219,38,23,19,19,19
1397,118,21,15,13,13,13
1398,89,17,10,10,10,10
1399,182,33,19,18,18,18
1400,94,14,9,9,8,8
1401,211,33,20,20,20,20
1402,157,27,15,15,15,15
1403,152,25,16,13,12,12
1404,52,8,6,5,5,5
1405,181,25,17,15,15,15
1406,230,35,24,22,22,22
1407,233,37,21,20,20,20
1408,136,21,12,11,11,11
1409,74,10,8,7,7,7
1410,113,17,11,11,11,11
1411,184,28,19,19,19,19
1412,144,23,11,11,11,11
1413,74,13,6,6,6,6
1414,114,19,10,9,9,9
1415,266,43,24,24,22,22
1416,282,43,23,23,23,23
1417,97,14,9,9,9,9
1418,86,12,7,7,7,7
1419,58,10,6,6,6,6
1420,239,39,23,21,21,21
1421,218,35,18,18,18,18
1422,191,28,16,16,16,16
1423,342,54,33,31,31,31
1424,171,29,18,18,18,18
1425,139,21,13,13,13,13
1426,56,11,4,4,4,4
1427,170,30,15,14,14,14
1428,72,11,8,8,8,8
1429,297,45,33,33,33,33
1430,263,45,25,24,24,24
1431,124,16,10,10,10,10
1432,57,10,3,3,3,3
1433,41,8,4,4,4,4
1434,157,28,16,15,15,15
1435,141,25,10,10,10,10
1436,49,9,3,3,3,3
1437,154,27,16,16,16,16
1438,76,13,7,7,7,7
1439,138,21,13,13,12,12
1440,56,10,4,4,4,4
1441,132,23,14,14,14,14
1442,112,20,14,14,14,14
1443,124,20,13,13,13,13
1444,73,14,6,6,6,6
1445,69,10,6,5,5,5
1446,36,5,3,3,3,3
1447,49,6,4,4,4,4
1448,161,25,16,15,15,15
1449,88,12,8,8,8,8
1450,105,17,11,11,11,11
1451,172,28,19,19,19,19
1452,196,30,22,21,20,20
1453,84,12,8,8,8,8
1454,162,25,18,18,18,18
1455,78,14,9,9,9,9
1456,65,11,8,8,8,8
1457,136,23,12,12,12,12
1458,157,24,17,16,16,16
1459,176,25,20,19,19,19
1460,126,20,12,12,12,12
1461,198,32,21,21,21,21
1462,68,9,7,7,7,7
1463,107,16,10,10,10,10
1464,222,28,22,21,21,21
1465,165,26,16,15,15,15
1466,102,17,10,10,10,10
1467,137,21,13,12,12,12
1468,107,20,12,12,12,12
1469,139,19,13,12,12,12
1470,233,33,24,20,20,20
1471,180,29,19,18,18,18
1472,78,14,7,7,7,7
1473,73,13,6,6,6,6
1474,103,16,11,11,11,11
1475,51,8,5,5,5,5
1476,181,27,18,17,17,17
1477,160,22,13,13,13,13
1478,30,5,3,3,3,3
1479,201,30,18,18,18,18
1480,154,23,17,17,17,17
1481,112,16,10,10,10,10
1482,67,12,7,7,7,7
1483,114,15,11,11,11,11
1484,211,32,20,18,18,18
1485,138,21,14,14,14,14
1486,158,28,13,13,13,13
1487,112,19,9,8,8,8
1488,185,30,18,18,17,18
1489,104,21,8,8,8,8
1490,172,31,18,17,17,17
1491,94,16,9,9,9,9
1492,73,14,11,11,11,11
1493,91,13,11,11,11,11
1494,62,11,9,9,9,9
1495,60,9,5,5,5,5
1496,217,33,20,20,20,20
1497,142,26,12,12,12,12
1498,74,13,8,8,8,8
1499,87,14,8,8,8,8
1500,141,26,12,12,12,12
1501,134,21,14,14,14,14
1502,135,22,15,15,15,15
1503,116,22,9,9,9,9
1504,53,8,4,4,4,4
1505,40,7,4,4,4,4
1506,68,12,6,6,6,6
1507,144,24,12,12,12,12
1508,79,12,8,8,8,8
1509,63,10,7,7,7,7
1510,149,23,12,12,12,12
1511,167,27,16,16,16,16
1512,132,18,14,14,14,14
1513,138,24,13,13,13,13
1514,276,43,26,25,25,25
1515,198,32,16,15,14,15
1516,115,18,9,9,9,9
1517,36,6,2,2,2,2
1518,230,34,25,25,25,25
1519,107,12,11,11,11,11
1520,185,27,18,18,18,18
1521,172,29,17,15,15,15
1522,35,5,3,3,3,3
1523,181,29,21,21,20,21
1524,85,14,8,8,8,8
1525,31,5,5,5,5,5
1526,152,23,16,16,16,16
1527,105,17,10,10,10,10
1528,100,16,8,8,8,8
1529,108,21,9,9,9,9
1530,162,27,14,14,14,14
1531,214,30,19,19,16,17
1532,201,32,20,19,18,19
1533,175,26,18,18,18,18
1534,118,19,12,12,12,12
1535,56,8,5,5,5,5
1536,175,26,18,18,18,18
1537,101,12,9,9,9,9
1538,100,16,9,9,9,9
1539,112,22,11,11,11,11
1540,156,29,11,11,11,11
1541,120,18,9,9,9,9
1542,30,4,2,2,2,2
1543,88,11,7,7,7,7
1544,197,29,21,21,21,21
1545,98,17,9,9,9,9
1546,146,20,12,12,12,12
1547,124,20,11,11,11,11
1548,133,21,13,13,13,13
1549,68,11,7,7,7,7
1550,36,7,3,3,3,3
1551,135,24,11,11,11,11
1552,6,1,1,1,1,1
1553,170,27,18,18,18,18
1554,166,26,15,15,15,15
1555,71,9,7,7,7,7
1556,103,12,9,9,9,9
1557,45,9,4,4,4,4
1558,25,5,4,4,4,4
1559,30,5,4,4,4,4
1560,37,7,4,4,4,4
1561,28,5,4,4,4,4
1562,140,20,13,13,13,13
1563,86,14,10,10,10,10
1564,153,24,12,12,12,12
1565,104,18,10,10,10,10
1566,103,18,9,9,9,9
1567,33,4,4,4,4,4
1568,23,4,3,3,3,3
1569,18,2,2,2,2,2
1570,162,29,14,14,14,14
1571,218,34,21,20,20,20
1572,90,12,9,9,9,9
1573,58,10,6,6,6,6
1574,104,16,11,11,11,11
1575,139,26,11,11,11,11
1576,110,22,10,10,10,10
1577,166,28,19,19,19,19
1578,35,8,5,5,5,5
1579,128,18,13,13,13,13
1580,189,26,19,19,19,19
1581,164,27,18,18,18,18
1582,244,42,30,28,28,28
1583,140,25,15,14,14,14
1584,126,24,11,10,9,9
1585,259,42,28,26,26,26
1586,193,33,22,22,22,22
1587,220,36,24,24,24,24
1588,125,19,15,15,15,15
1589,256,40,24,22,22,22
1590,191,29,20,20,20,20
1591,76,11,6,6,6,6
1592,261,40,26,24,24,24
1593,80,13,7,7,7,7
1594,95,17,10,10,10,10
1595,129,21,13,12,11,12
1596,216,35,25,25,25,25
1597,77,13,9,9,9,9
1598,307,44,27,26,26,26
1599,198,35,18,18,18,18
1600,180,29,19,19,19,19
1601,166,29,15,15,15,15
1602,192,31,20,20,20,20
1603,123,19,11,10,10,10
1604,109,20,10,10,10,10
1605,135,23,16,16,16,16
1606,76,13,9,9,9,9
1607,183,32,16,16,16,16
1608,253,40,27,27,27,27
1609,152,20,16,16,15,16
1610,140,20,11,10,10,10
1611,136,21,10,9,8,9
1612,45,6,5,5,5,5
1613,18,2,2,2,2,2
1614,204,34,19,19,19,19
1615,110,20,10,10,10,10
1616,126,23,13,12,12,12
1617,158,28,16,16,16,16
1618,182,31,17,17,17,17
1619,65,9,7,7,7,7
1620,38,6,4,4,4,4
1621,245,40,24,23,23,23
1622,124,20,12,12,12,12
1623,117,20,7,7,7,7
1624,151,26,16,16,16,16
1625,42,8,2,2,2,2
1626,162,31,16,16,16,16
1627,55,13,5,5,5,5
1628,172,28,14,14,14,14
1629,190,25,18,18,18,18
1630,178,28,17,16,15,15
1631,134,23,12,12,12,12
1632,68,11,5,5,5,5
1633,142,20,15,15,15,15
1634,77,15,7,7,7,7
1635,134,25,15,15,15,15
1636,206,36,19,19,19,19
1637,123,23,11,11,11,11
1638,172,26,18,18,18,18
1639,188,29,18,18,18,18
1640,142,25,15,15,15,15
1641,225,29,21,21,21,21
1642,122,16,10,10,10,10
1643,159,27,17,17,17,17
1644,59,11,5,5,5,5
1645,98,18,8,8,8,8
1646,151,26,12,12,12,12
1647,42,8,3,3,3,3
1648,170,22,15,14,14,14
1649,218,38,25,24,24,24
1650,125,19,10,10,10,10
1651,104,17,10,10,10,10
1652,81,16,8,8,8,8
1653,121,19,12,11,11,11
1654,92,15,9,9,9,9
1655,138,26,13,13,13,13
1656,167,26,14,10,10,10
1657,119,20,10,9,9,9
1658,76,15,7,7,7,7
1659,87,15,6,6,6,6
1660,160,25,18,18,18,18
1661,192,33,17,17,16,16
1662,115,20,11,11,11,11
1663,69,11,8,8,8,8
1664,107,18,11,11,11,11
1665,125,21,14,14,14,14
1666,102,17,10,10,10,10
1667,95,19,10,10,10,10
1668,145,26,13,12,12,12
1669,44,6,4,4,4,4
1670,306,48,28,27,27,27
1671,203,33,16,16,16,16
1672,229,33,20,20,20,20
1673,268,41,26,25,25,25
1674,129,25,13,13,13,13
1675,45,10,6,6,6,6
1676,132,20,12,12,12,12
1677,100,16,8,8,8,8
1678,119,19,13,13,13,13
1679,124,21,11,11,11,11
1680,118,18,12,12,12,12
1681,162,26,14,14,14,14
1682,205,32,18,18,18,18
1683,104,14,9,9,9,9
1684,76,10,6,6,6,6
1685,133,21,12,12,12,12
1686,146,23,15,15,15,15
1687,133,23,15,15,15,15
1688,109,17,12,12,12,12
1689,168,29,19,19,19,19
1690,121,18,14,14,14,14
1691,205,30,24,24,23,23
1692,163,28,14,14,13,13
1693,155,26,17,17,17,17
1694,60,13,6,6,6,6
1695,84,14,7,7,7,7
1696,111,19,11,11,11,11
1697,141,25,15,15,15,15
1698,43,7,4,4,4,4
1699,8,1,1,1,1,1
1700,167,27,17,17,17,17
1701,77,16,9,9,9,9
1702,76,12,8,8,8,8
1703,202,35,21,21,21,21
1704,79,16,9,9,9,9
1705,118,21,12,12,12,12
1706,216,31,18,18,18,18
1707,165,27,14,14,14,14
1708,139,21,13,12,12,12
1709,198,30,20,20,20,20
1710,79,15,7,6,6,6
1711,75,17,6,6,6,6
1712,47,8,5,5,5,5
1713,116,17,11,11,11,11
1714,144,24,13,13,13,13
1715,240,39,20,20,20,20
1716,170,24,15,15,15,15
1717,110,21,12,11,11,11
1718,164,25,14,14,13,13
1719,150,24,15,15,15,15
1720,117,19,14,14,14,14
1721,99,15,9,9,9,9
1722,186,31,18,16,16,16
1723,147,26,16,16,16,16
1724,238,42,27,25,24,24
1725,150,28,17,17,17,17
1726,141,24,11,11,11,11
1727,151,25,17,17,17,17
1728,302,51,29,27,27,27
1729,25,5,2,2,2,2
1730,224,35,24,19,19,19
1731,36,7,3,3,3,3
1732,64,10,7,7,7,7
1733,262,41,25,21,21,21
1734,239,37,23,23,23,23
1735,39,5,5,5,5,5
1736,154,26,15,15,15,15
1737,197,31,21,21,21,21
1738,161,26,18,15,15,15
1739,57,11,6,6,6,6
1740,187,28,19,19,19,19
1741,114,21,10,10,10,10
1742,66,10,7,7,7,7
1743,67,9,4,4,4,4
1744,236,37,19,19,19,19
1745,93,12,9,9,9,9
1746,204,34,20,19,19,19
1747,110,19,15,14,14,14
1748,131,22,12,12,12,12
1749,217,34,19,19,19,19
1750,185,27,17,17,17,17
1751,94,14,9,9,9,9
1752,133,20,14,14,14,14
1753,219,34,19,19,19,19
1754,161,23,15,15,15,15
1755,226,33,23,23,23,23
1756,198,30,20,18,18,18
1757,136,21,10,10,10,10
1758,58,8,5,5,5,5
1759,174,27,15,15,15,15
1760,218,32,21,21,21,21
1761,71,14,6,5,5,5
1762,266,44,26,24,24,24
1763,97,16,10,9,9,9
1764,174,30,19,18,18,18
1765,200,28,19,19,19,19
1766,137,25,12,12,12,12
1767,113,18,13,12,12,12
1768,80,16,8,8,8,8
1769,36,7,5,5,5,5
1770,173,28,17,17,17,17
1771,87,14,9,9,9,9
1772,132,18,13,13,13,13
1773,41,8,4,4,4,4
1774,179,30,16,16,16,16
1775,166,29,13,13,13,13
1776,67,12,6,6,6,6
1777,73,13,8,8,8,8
1778,161,30,18,18,18,18
1779,140,23,14,14,14,14
1780,170,28,17,17,17,17
1781,126,19,11,11,11,11
1782,138,21,13,13,13,13
1783,128,19,13,13,13,13
1784,28,5,3,3,3,3
1785,227,31,23,21,21,21
1786,54,7,5,5,5,5
1787,108,19,10,10,10,10
1788,126,16,13,13,13,13
1789,45,9,4,4,4,4
1790,42,8,3,3,3,3
1791,84,14,6,6,6,6
1792,53,9,4,4,4,4
1793,108,12,10,9,9,9
1794,101,16,10,10,10,10
1795,111,22,10,10,10,10
1796,225,37,18,18,17,18
1797,329,48,30,29,29,29
1798,13,2,2,2,2,2
1799,298,46,28,27,27,27
1800,158,27,15,15,15,15
1801,121,19,10,10,10,10
1802,129,24,12,12,12,12
1803,131,22,14,11,10,10
1804,142,25,12,12,11,11
1805,84,11,7,7,7,7
1806,89,14,7,7,7,7
1807,36,5,5,5,5,5
1808,216,27,17,16,16,16
1809,92,16,9,9,9,9
1810,229,34,23,22,22,22
1811,68,11,7,7,7,7
1812,91,14,10,10,10,10
1813,66,9,5,5,5,5
1814,196,33,20,18,18,18
1815,67,11,7,7,7,7
1816,67,11,8,8,8,8
1817,82,13,9,9,9,9
1818,228,32,22,20,20,20
1819,59,9,6,6,6,6
1820,92,14,10,10,10,10
1821,196,30,19,18,18,18
1822,152,20,13,13,13,13
1823,54,9,6,6,6,6
1824,57,11,7,7,7,7
1825,163,25,18,16,16,16
1826,119,16,10,10,10,10
1827,49,9,7,7,7,7
1828,147,22,16,14,14,14
1829,80,11,8,8,8,8
1830,203,28,17,17,16,17
1831,88,14,7,7,7,7
1832,236,37,26,26,26,26
1833,171,24,14,14,14,14
1834,159,22,14,14,14,14
1835,140,22,11,11,11,11
1836,199,30,21,19,19,19
1837,115,18,12,12,12,12
1838,139,22,14,14,14,14
1839,81,15,7,7,7,7
1840,116,18,13,13,13,13
1841,205,32,17,17,17,17
1842,37,6,3,3,3,3
1843,128,18,10,10,10,10
1844,91,16,8,7,7,7
1845,570,71,65,53,53,53
1846,362,47,42,35,35,35
1847,145,25,12,12,12,12
1848,80,11,7,7,7,7
1849,490,58,57,49,49,49
1850,526,67,61,54,54,54
1851,306,40,33,26,26,26
1852,152,23,13,13,13,13
1853,210,30,15,15,15,15
1854,1264,171,145,101,100,100
1855,86,13,9,9,8,9
1856,35,7,2,2,2,2
1857,136,25,10,9,9,9
1858,130,22,11,11,11,11
1859,131,22,13,13,13,13
1860,209,31,19,19,19,19
1861,154,25,16,16,16,16
1862,59,10,7,7,7,7
1863,103,17,9,9,9,9
1864,257,45,24,23,22,22
1865,143,24,17,17,17,17
1866,92,13,9,9,9,9
1867,240,34,25,24,24,24
1868,154,24,16,15,15,15
1869,25,4,2,2,2,2
1870,258,43,27,26,26,26
1871,197,35,21,20,20,20
1872,90,15,10,10,10,10
1873,84,11,8,8,8,8
1874,112,17,12,12,12,12
1875,194,31,18,17,17,17
1876,148,24,16,16,16,16
1877,275,41,26,24,24,24
1878,36,8,4,4,4,4
1879,73,12,5,5,5,5
1880,174,31,14,12,12,12
1881,50,7,5,5,5,5
1882,116,17,11,11,11,11
1883,64,12,5,5,5,5
1884,76,12,8,8,8,8
1885,58,7,6,6,6,6
1886,115,21,12,11,11,11
1887,138,24,14,14,14,14
1888,194,35,17,16,16,16
1889,278,40,30,29,28,29
1890,50,6,5,5,5,5
1891,130,19,14,12,11,11
1892,96,14,9,8,8,8
1893,75,12,8,8,8,8
1894,139,23,15,15,14,14
1895,117,21,12,11,11,11
1896,167,27,15,15,15,15
1897,134,20,12,11,11,11
1898,167,29,20,20,19,20
1899,131,22,11,11,11,11
1900,217,36,22,21,21,21
1901,231,35,20,19,19,19
1902,190,34,19,18,18,18
1903,87,14,10,10,10,10
1904,76,15,7,7,7,7
1905,128,20,13,13,13,13
1906,68,15,3,3,3,3
1907,208,36,22,20,20,20
1908,189,30,21,21,21,21
1909,122,18,13,13,13,13
1910,215,40,22,21,19,20
1911,124,20,12,12,12,12
1912,138,26,15,12,12,12
1913,233,37,23,20,20,20
1914,66,13,8,8,8,8
1915,143,26,16,16,16,16
1916,339,55,33,31,31,31
1917,179,26,18,16,16,16
1918,112,15,12,12,12,12
1919,121,17,13,13,13,13
1920,91,14,12,11,11,11
1921,112,19,13,13,13,13
